comune,comune_normalized,regione,provincia,sigla_prov,lat,lon
Pessina Cremonese,pessina cremonese,Lombardia,Cremona,CR,45.185474,10.248676
Pianengo,pianengo,Lombardia,Cremona,CR,45.402174,9.694759
Pieranica,pieranica,Lombardia,Cremona,CR,45.425794,9.610376
Pieve d'Olmi,pieve d'olmi,Lombardia,Cremona,CR,45.08957,10.123675
Pieve San Giacomo,pieve san giacomo,Lombardia,Cremona,CR,45.130272,10.186275
Pizzighettone,pizzighettone,Lombardia,Cremona,CR,45.18907,9.789865
Pozzaglio ed Uniti,pozzaglio ed uniti,Lombardia,Cremona,CR,45.211016,10.0462
Quintano,quintano,Lombardia,Cremona,CR,45.420474,9.618557
Ricengo,ricengo,Lombardia,Cremona,CR,45.405674,9.72396
Ripalta Arpina,ripalta arpina,Lombardia,Cremona,CR,45.301872,9.728962
Ripalta Cremasca,ripalta cremasca,Lombardia,Cremona,CR,45.32856,9.679244
Ripalta Guerina,ripalta guerina,Lombardia,Cremona,CR,45.306008,9.70514
Rivarolo del Re ed Uniti,rivarolo del re ed uniti,Lombardia,Cremona,CR,45.027972,10.469783
Rivolta d'Adda,rivolta d'adda,Lombardia,Cremona,CR,45.470659,9.512551
Robecco d'Oglio,robecco d'oglio,Lombardia,Cremona,CR,45.259374,10.076571
Romanengo,romanengo,Lombardia,Cremona,CR,45.377177,9.784985
Salvirola,salvirola,Lombardia,Cremona,CR,45.355543,9.780243
San Bassano,san bassano,Lombardia,Cremona,CR,45.243546,9.807876
San Daniele Po,san daniele po,Lombardia,Cremona,CR,45.06377,10.182276
San Giovanni in Croce,san giovanni in croce,Lombardia,Cremona,CR,45.078872,10.37518
San Martino del Lago,san martino del lago,Lombardia,Cremona,CR,45.073248,10.31686
Scandolara Ravara,scandolara ravara,Lombardia,Cremona,CR,45.05312,10.3017
Scandolara Ripa d'Oglio,scandolara ripa d'oglio,Lombardia,Cremona,CR,45.221074,10.159773
Sergnano,sergnano,Lombardia,Cremona,CR,45.428875,9.701659
Sesto ed Uniti,sesto ed uniti,Lombardia,Cremona,CR,45.186436,9.935128
Solarolo Rainerio,solarolo rainerio,Lombardia,Cremona,CR,45.081572,10.35628
Soncino,soncino,Lombardia,Cremona,CR,45.398975,9.874424
Soresina,soresina,Lombardia,Cremona,CR,45.286473,9.856965
Sospiro,sospiro,Lombardia,Cremona,CR,45.108571,10.157675
Spinadesco,spinadesco,Lombardia,Cremona,CR,45.148751,9.929672
Spineda,spineda,Lombardia,Cremona,CR,45.060301,10.513381
Spino d'Adda,spino d'adda,Lombardia,Cremona,CR,45.398872,9.492255
Stagno Lombardo,stagno lombardo,Lombardia,Cremona,CR,45.073157,10.089205
Ticengo,ticengo,Lombardia,Cremona,CR,45.369274,9.827663
Torlino Vimercati,torlino vimercati,Lombardia,Cremona,CR,45.417962,9.594702
Tornata,tornata,Lombardia,Cremona,CR,45.104373,10.430781
Torre de' Picenardi,torre de' picenardi,Lombardia,Cremona,CR,45.143573,10.286877
Torricella del Pizzo,torricella del pizzo,Lombardia,Cremona,CR,45.019602,10.292653
Trescore Cremasco,trescore cremasco,Lombardia,Cremona,CR,45.401573,9.624958
Trigolo,trigolo,Lombardia,Cremona,CR,45.329394,9.816401
Vaiano Cremasco,vaiano cremasco,Lombardia,Cremona,CR,45.371972,9.587158
Vailate,vailate,Lombardia,Cremona,CR,45.46331,9.602816
Vescovato,vescovato,Lombardia,Cremona,CR,45.175073,10.164574
Volongo,volongo,Lombardia,Cremona,CR,45.212247,10.301874
Voltido,voltido,Lombardia,Cremona,CR,45.111973,10.332979
Piadena Drizzona,piadena drizzona,Lombardia,Cremona,CR,45.135779,10.358068
Acquanegra sul Chiese,acquanegra sul chiese,Lombardia,Mantova,MN,45.162475,10.43468
Asola,asola,Lombardia,Mantova,MN,45.22112,10.413065
Bagnolo San Vito,bagnolo san vito,Lombardia,Mantova,MN,45.092253,10.880429
Bozzolo,bozzolo,Lombardia,Mantova,MN,45.102474,10.483982
Canneto sull'Oglio,canneto sull'oglio,Lombardia,Mantova,MN,45.149405,10.379736
Casalmoro,casalmoro,Lombardia,Mantova,MN,45.259577,10.404478
Casaloldo,casaloldo,Lombardia,Mantova,MN,45.254777,10.474379
Casalromano,casalromano,Lombardia,Mantova,MN,45.200675,10.369378
Castelbelforte,castelbelforte,Lombardia,Mantova,MN,45.214712,10.892761
Castel d'Ario,castel d'ario,Lombardia,Mantova,MN,45.189008,10.97513
Castel Goffredo,castel goffredo,Lombardia,Mantova,MN,45.295278,10.472982
Castellucchio,castellucchio,Lombardia,Mantova,MN,45.147276,10.648485
Castiglione delle Stiviere,castiglione delle stiviere,Lombardia,Mantova,MN,45.389677,10.488874
Cavriana,cavriana,Lombardia,Mantova,MN,45.347559,10.598522
Ceresara,ceresara,Lombardia,Mantova,MN,45.26513,10.567035
Commessaggio,commessaggio,Lombardia,Mantova,MN,45.034443,10.545345
Curtatone,curtatone,Lombardia,Mantova,MN,45.109553,10.715842
Dosolo,dosolo,Lombardia,Mantova,MN,44.953372,10.637588
Gazoldo degli Ippoliti,gazoldo degli ippoliti,Lombardia,Mantova,MN,45.200277,10.579383
Gazzuolo,gazzuolo,Lombardia,Mantova,MN,45.069175,10.583113
Goito,goito,Lombardia,Mantova,MN,45.254507,10.672941
Gonzaga,gonzaga,Lombardia,Mantova,MN,44.952488,10.822623
Guidizzolo,guidizzolo,Lombardia,Mantova,MN,45.32068,10.580481
Magnacavallo,magnacavallo,Lombardia,Mantova,MN,45.005578,11.1811
Mantova,mantova,Lombardia,Mantova,MN,45.169362,10.670616
Marcaria,marcaria,Lombardia,Mantova,MN,45.120575,10.532783
Mariana Mantovana,mariana mantovana,Lombardia,Mantova,MN,45.192876,10.486881
Marmirolo,marmirolo,Lombardia,Mantova,MN,45.220563,10.756393
Medole,medole,Lombardia,Mantova,MN,45.324254,10.514405
Moglia,moglia,Lombardia,Mantova,MN,44.937174,10.913395
Monzambano,monzambano,Lombardia,Mantova,MN,45.386139,10.692404
Motteggiana,motteggiana,Lombardia,Mantova,MN,45.03494,10.764023
Ostiglia,ostiglia,Lombardia,Mantova,MN,45.07039,11.13641
Pegognaga,pegognaga,Lombardia,Mantova,MN,44.995988,10.858772
Piubega,piubega,Lombardia,Mantova,MN,45.227309,10.534508
Poggio Rusco,poggio rusco,Lombardia,Mantova,MN,44.975558,11.114649
Pomponesco,pomponesco,Lombardia,Mantova,MN,44.928756,10.591879
Ponti sul Mincio,ponti sul mincio,Lombardia,Mantova,MN,45.412515,10.687221
Porto Mantovano,porto mantovano,Lombardia,Mantova,MN,45.192526,10.755221
Quingentole,quingentole,Lombardia,Mantova,MN,45.039077,11.045796
Quistello,quistello,Lombardia,Mantova,MN,45.006579,10.98046
Redondesco,redondesco,Lombardia,Mantova,MN,45.166376,10.512282
Rivarolo Mantovano,rivarolo mantovano,Lombardia,Mantova,MN,45.070309,10.432104
Rodigo,rodigo,Lombardia,Mantova,MN,45.199577,10.624984
Roncoferraro,roncoferraro,Lombardia,Mantova,MN,45.135929,10.951354
Roverbella,roverbella,Lombardia,Mantova,MN,45.26578,10.767527
Sabbioneta,sabbioneta,Lombardia,Mantova,MN,44.998436,10.488587
San Benedetto Po,san benedetto po,Lombardia,Mantova,MN,45.041924,10.928295
San Giacomo delle Segnate,san giacomo delle segnate,Lombardia,Mantova,MN,44.972575,11.033097
San Giorgio Bigarello,san giorgio bigarello,Lombardia,Mantova,MN,45.18053,10.871789
San Giovanni del Dosso,san giovanni del dosso,Lombardia,Mantova,MN,44.966893,11.081617
San Martino dall'Argine,san martino dall'argine,Lombardia,Mantova,MN,45.099056,10.518348
Schivenoglia,schivenoglia,Lombardia,Mantova,MN,44.995094,11.072981
Sermide e Felonica,sermide e felonica,Lombardia,Mantova,MN,44.97833,11.29043
Serravalle a Po,serravalle a po,Lombardia,Mantova,MN,45.072885,11.100535
Solferino,solferino,Lombardia,Mantova,MN,45.368581,10.566679
Sustinente,sustinente,Lombardia,Mantova,MN,45.069272,11.019604
Suzzara,suzzara,Lombardia,Mantova,MN,44.991873,10.74309
Viadana,viadana,Lombardia,Mantova,MN,44.926786,10.520223
Villimpenta,villimpenta,Lombardia,Mantova,MN,45.144747,11.030232
Volta Mantovana,volta mantovana,Lombardia,Mantova,MN,45.321302,10.659224
Borgo Virgilio,borgo virgilio,Lombardia,Mantova,MN,45.088107,10.785801
Borgo Mantovano,borgo mantovano,Lombardia,Mantova,MN,45.026484,11.121971
Borgocarbonara,borgocarbonara,Lombardia,Mantova,MN,45.034383,11.214786
Abbadia Lariana,abbadia lariana,Lombardia,Lecco,LC,45.900045,9.334056
Airuno,airuno,Lombardia,Lecco,LC,45.75388,9.424247
Annone di Brianza,annone di brianza,Lombardia,Lecco,LC,45.807621,9.332414
Ballabio,ballabio,Lombardia,Lecco,LC,45.898184,9.423444
Barzago,barzago,Lombardia,Lecco,LC,45.755479,9.314244
Barzanò,barzano,Lombardia,Lecco,LC,45.733474,9.312813
Barzio,barzio,Lombardia,Lecco,LC,45.946095,9.468765
Bellano,bellano,Lombardia,Lecco,LC,46.042957,9.304032
Bosisio Parini,bosisio parini,Lombardia,Lecco,LC,45.80228,9.290743
Brivio,brivio,Lombardia,Lecco,LC,45.741969,9.444142
Bulciago,bulciago,Lombardia,Lecco,LC,45.754703,9.291047
Calco,calco,Lombardia,Lecco,LC,45.724868,9.415905
Calolziocorte,calolziocorte,Lombardia,Lecco,LC,45.801472,9.432979
Carenno,carenno,Lombardia,Lecco,LC,45.803482,9.462047
Casargo,casargo,Lombardia,Lecco,LC,46.03952,9.388244
Casatenovo,casatenovo,Lombardia,Lecco,LC,45.696378,9.311646
Cassago Brianza,cassago brianza,Lombardia,Lecco,LC,45.738206,9.291088
Cassina Valsassina,cassina valsassina,Lombardia,Lecco,LC,45.932085,9.478945
Castello di Brianza,castello di brianza,Lombardia,Lecco,LC,45.756471,9.345355
Cernusco Lombardone,cernusco lombardone,Lombardia,Lecco,LC,45.69286,9.400698
Cesana Brianza,cesana brianza,Lombardia,Lecco,LC,45.816781,9.299543
Civate,civate,Lombardia,Lecco,LC,45.828081,9.342944
Colico,colico,Lombardia,Lecco,LC,46.116215,9.314998
Colle Brianza,colle brianza,Lombardia,Lecco,LC,45.761661,9.362425
Cortenova,cortenova,Lombardia,Lecco,LC,45.999922,9.383165
Costa Masnaga,costa masnaga,Lombardia,Lecco,LC,45.767002,9.278316
Crandola Valsassina,crandola valsassina,Lombardia,Lecco,LC,46.022892,9.378763
Cremella,cremella,Lombardia,Lecco,LC,45.74168,9.299885
Cremeno,cremeno,Lombardia,Lecco,LC,45.93485,9.473729
Dervio,dervio,Lombardia,Lecco,LC,46.076574,9.304528
Dolzago,dolzago,Lombardia,Lecco,LC,45.76698,9.339345
Dorio,dorio,Lombardia,Lecco,LC,46.101812,9.31927
Ello,ello,Lombardia,Lecco,LC,45.78568,9.365345
Erve,erve,Lombardia,Lecco,LC,45.821582,9.452846
Esino Lario,esino lario,Lombardia,Lecco,LC,45.993939,9.3332
Galbiate,galbiate,Lombardia,Lecco,LC,45.817534,9.375015
Garbagnate Monastero,garbagnate monastero,Lombardia,Lecco,LC,45.772926,9.302566
Garlate,garlate,Lombardia,Lecco,LC,45.80604,9.40197
Imbersago,imbersago,Lombardia,Lecco,LC,45.705873,9.444549
Introbio,introbio,Lombardia,Lecco,LC,45.972641,9.45307
Lecco,lecco,Lombardia,Lecco,LC,45.900548,9.412025
Lierna,lierna,Lombardia,Lecco,LC,45.959202,9.302478
Lomagna,lomagna,Lombardia,Lecco,LC,45.667978,9.376047
Malgrate,malgrate,Lombardia,Lecco,LC,45.8526,9.375298
Mandello del Lario,mandello del lario,Lombardia,Lecco,LC,45.919183,9.319341
Margno,margno,Lombardia,Lecco,LC,46.030987,9.381641
Merate,merate,Lombardia,Lecco,LC,45.698679,9.411648
Missaglia,missaglia,Lombardia,Lecco,LC,45.708717,9.335754
Moggio,moggio,Lombardia,Lecco,LC,45.932266,9.487907
Molteno,molteno,Lombardia,Lecco,LC,45.78038,9.307444
Monte Marenzo,monte marenzo,Lombardia,Lecco,LC,45.770781,9.454647
Montevecchia,montevecchia,Lombardia,Lecco,LC,45.705744,9.375436
Monticello Brianza,monticello brianza,Lombardia,Lecco,LC,45.70878,9.314141
Morterone,morterone,Lombardia,Lecco,LC,45.879515,9.486227
Nibionno,nibionno,Lombardia,Lecco,LC,45.746479,9.268944
Oggiono,oggiono,Lombardia,Lecco,LC,45.79188,9.346745
Olgiate Molgora,olgiate molgora,Lombardia,Lecco,LC,45.730279,9.403347
Olginate,olginate,Lombardia,Lecco,LC,45.800938,9.413279
Oliveto Lario,oliveto lario,Lombardia,Lecco,LC,45.929247,9.285912
Osnago,osnago,Lombardia,Lecco,LC,45.675678,9.391148
Paderno d'Adda,paderno d'adda,Lombardia,Lecco,LC,45.681458,9.44456
Pagnona,pagnona,Lombardia,Lecco,LC,46.059741,9.402893
Parlasco,parlasco,Lombardia,Lecco,LC,46.017886,9.34494
Pasturo,pasturo,Lombardia,Lecco,LC,45.951783,9.442169
Perledo,perledo,Lombardia,Lecco,LC,46.012835,9.29632
Pescate,pescate,Lombardia,Lecco,LC,45.833482,9.393945
Premana,premana,Lombardia,Lecco,LC,46.05173,9.423463
Primaluna,primaluna,Lombardia,Lecco,LC,45.986971,9.429608
Robbiate,robbiate,Lombardia,Lecco,LC,45.691134,9.441322
Rogeno,rogeno,Lombardia,Lecco,LC,45.782379,9.274043
Santa Maria Hoè,santa maria hoe,Lombardia,Lecco,LC,45.744389,9.375011
Sirone,sirone,Lombardia,Lecco,LC,45.77268,9.322144
Sirtori,sirtori,Lombardia,Lecco,LC,45.736579,9.330845
Sueglio,sueglio,Lombardia,Lecco,LC,46.086061,9.33236
Suello,suello,Lombardia,Lecco,LC,45.816781,9.311543
Taceno,taceno,Lombardia,Lecco,LC,46.024486,9.36394
Valgreghentino,valgreghentino,Lombardia,Lecco,LC,45.769871,9.412168
Valmadrera,valmadrera,Lombardia,Lecco,LC,45.846282,9.358244
Varenna,varenna,Lombardia,Lecco,LC,46.009978,9.283159
Vercurago,vercurago,Lombardia,Lecco,LC,45.812946,9.424433
Viganò,vigano,Lombardia,Lecco,LC,45.724635,9.32456
Verderio,verderio,Lombardia,Lecco,LC,45.665698,9.43761
La Valletta Brianza,la valletta brianza,Lombardia,Lecco,LC,45.728714,9.3692
Valvarrone,valvarrone,Lombardia,Lecco,LC,46.08489,9.361448
Abbadia Cerreto,abbadia cerreto,Lombardia,Lodi,LO,45.311912,9.594212
Bertonico,bertonico,Lombardia,Lodi,LO,45.23307,9.668062
Boffalora d'Adda,boffalora d'adda,Lombardia,Lodi,LO,45.359771,9.494156
Borghetto Lodigiano,borghetto lodigiano,Lombardia,Lodi,LO,45.213268,9.499683
Borgo San Giovanni,borgo san giovanni,Lombardia,Lodi,LO,45.278042,9.435836
Brembio,brembio,Lombardia,Lodi,LO,45.214568,9.57146
Casaletto Lodigiano,casaletto lodigiano,Lombardia,Lodi,LO,45.293568,9.361954
Casalmaiocco,casalmaiocco,Lombardia,Lodi,LO,45.35387,9.374353
Casalpusterlengo,casalpusterlengo,Lombardia,Lodi,LO,45.179329,9.648396
Caselle Landi,caselle landi,Lombardia,Lodi,LO,45.102568,9.795567
Caselle Lurani,caselle lurani,Lombardia,Lodi,LO,45.280388,9.360225
Castelnuovo Bocca d'Adda,castelnuovo bocca d'adda,Lombardia,Lodi,LO,45.112842,9.867959
Castiglione d'Adda,castiglione d'adda,Lombardia,Lodi,LO,45.218912,9.694111
Castiraga Vidardo,castiraga vidardo,Lombardia,Lodi,LO,45.264809,9.392875
Cavenago d'Adda,cavenago d'adda,Lombardia,Lodi,LO,45.28401,9.601442
Cervignano d'Adda,cervignano d'adda,Lombardia,Lodi,LO,45.373871,9.424054
Codogno,codogno,Lombardia,Lodi,LO,45.160066,9.70437
Comazzo,comazzo,Lombardia,Lodi,LO,45.440973,9.464654
Cornegliano Laudense,cornegliano laudense,Lombardia,Lodi,LO,45.286169,9.487957
Corno Giovine,corno giovine,Lombardia,Lodi,LO,45.133291,9.758512
Cornovecchio,cornovecchio,Lombardia,Lodi,LO,45.136668,9.799367
Corte Palasio,corte palasio,Lombardia,Lodi,LO,45.30961,9.564308
Crespiatica,crespiatica,Lombardia,Lodi,LO,45.356672,9.575158
Fombio,fombio,Lombardia,Lodi,LO,45.136629,9.684479
Galgagnano,galgagnano,Lombardia,Lodi,LO,45.357971,9.445355
Graffignana,graffignana,Lombardia,Lodi,LO,45.209188,9.452577
Guardamiglio,guardamiglio,Lombardia,Lodi,LO,45.109902,9.679791
Livraga,livraga,Lombardia,Lodi,LO,45.192268,9.54646
Lodi,lodi,Lombardia,Lodi,LO,45.26131,9.491678
Lodi Vecchio,lodi vecchio,Lombardia,Lodi,LO,45.301075,9.416599
Maccastorna,maccastorna,Lombardia,Lodi,LO,45.14433,9.855215
Mairago,mairago,Lombardia,Lodi,LO,45.251769,9.57836
Maleo,maleo,Lombardia,Lodi,LO,45.168938,9.7635
Marudo,marudo,Lombardia,Lodi,LO,45.252967,9.377155
Massalengo,massalengo,Lombardia,Lodi,LO,45.26472,9.490245
Meleti,meleti,Lombardia,Lodi,LO,45.118868,9.836968
Merlino,merlino,Lombardia,Lodi,LO,45.433372,9.429853
Montanaso Lombardo,montanaso lombardo,Lombardia,Lodi,LO,45.33577,9.468656
Mulazzano,mulazzano,Lombardia,Lodi,LO,45.373492,9.397993
Orio Litta,orio litta,Lombardia,Lodi,LO,45.160313,9.554207
Ospedaletto Lodigiano,ospedaletto lodigiano,Lombardia,Lodi,LO,45.168767,9.578661
Ossago Lodigiano,ossago lodigiano,Lombardia,Lodi,LO,45.245669,9.537059
Pieve Fissiraga,pieve fissiraga,Lombardia,Lodi,LO,45.263268,9.458357
Salerano sul Lambro,salerano sul lambro,Lombardia,Lodi,LO,45.296569,9.385155
San Fiorano,san fiorano,Lombardia,Lodi,LO,45.136368,9.722165
San Martino in Strada,san martino in strada,Lombardia,Lodi,LO,45.271532,9.528032
San Rocco al Porto,san rocco al porto,Lombardia,Lodi,LO,45.081966,9.697165
Sant'Angelo Lodigiano,sant'angelo lodigiano,Lombardia,Lodi,LO,45.238067,9.408656
Santo Stefano Lodigiano,santo stefano lodigiano,Lombardia,Lodi,LO,45.120066,9.735614
Secugnago,secugnago,Lombardia,Lodi,LO,45.232869,9.59346
Senna Lodigiana,senna lodigiana,Lombardia,Lodi,LO,45.151667,9.593862
Somaglia,somaglia,Lombardia,Lodi,LO,45.14672,9.637931
Sordio,sordio,Lombardia,Lodi,LO,45.341143,9.365693
Tavazzano con Villavesco,tavazzano con villavesco,Lombardia,Lodi,LO,45.334092,9.403652
Terranova dei Passerini,terranova dei passerini,Lombardia,Lodi,LO,45.19832,9.677121
Turano Lodigiano,turano lodigiano,Lombardia,Lodi,LO,45.24887,9.621461
Valera Fratta,valera fratta,Lombardia,Lodi,LO,45.256932,9.336008
Villanova del Sillaro,villanova del sillaro,Lombardia,Lodi,LO,45.237968,9.481858
Zelo Buon Persico,zelo buon persico,Lombardia,Lodi,LO,45.41106,9.431757
Castelgerundo,castelgerundo,Lombardia,Lodi,LO,45.200297,9.743802
Agrate Brianza,agrate brianza,Lombardia,Monza e della Brianza,MB,45.576173,9.350948
Aicurzio,aicurzio,Lombardia,Monza e della Brianza,MB,45.639977,9.414949
Albiate,albiate,Lombardia,Monza e della Brianza,MB,45.65899,9.255796
Arcore,arcore,Lombardia,Monza e della Brianza,MB,45.626556,9.321465
Barlassina,barlassina,Lombardia,Monza e della Brianza,MB,45.656416,9.130101
Bellusco,bellusco,Lombardia,Monza e della Brianza,MB,45.618748,9.418633
Bernareggio,bernareggio,Lombardia,Monza e della Brianza,MB,45.647508,9.406138
Besana in Brianza,besana in brianza,Lombardia,Monza e della Brianza,MB,45.701804,9.288298
Biassono,biassono,Lombardia,Monza e della Brianza,MB,45.630987,9.27512
Bovisio-Masciago,bovisio-masciago,Lombardia,Monza e della Brianza,MB,45.6109,9.151857
Briosco,briosco,Lombardia,Monza e della Brianza,MB,45.710077,9.240644
Brugherio,brugherio,Lombardia,Monza e della Brianza,MB,45.550749,9.301222
Burago di Molgora,burago di molgora,Lombardia,Monza e della Brianza,MB,45.59666,9.377706
Camparada,camparada,Lombardia,Monza e della Brianza,MB,45.655977,9.319646
Carate Brianza,carate brianza,Lombardia,Monza e della Brianza,MB,45.676549,9.237162
Carnate,carnate,Lombardia,Monza e della Brianza,MB,45.647281,9.379087
Cavenago di Brianza,cavenago di brianza,Lombardia,Monza e della Brianza,MB,45.584917,9.416059
Ceriano Laghetto,ceriano laghetto,Lombardia,Monza e della Brianza,MB,45.628349,9.080797
Cesano Maderno,cesano maderno,Lombardia,Monza e della Brianza,MB,45.628189,9.14624
Cogliate,cogliate,Lombardia,Monza e della Brianza,MB,45.64548,9.080732
Concorezzo,concorezzo,Lombardia,Monza e della Brianza,MB,45.589675,9.335948
Correzzana,correzzana,Lombardia,Monza e della Brianza,MB,45.665689,9.303626
Desio,desio,Lombardia,Monza e della Brianza,MB,45.61831,9.208124
Giussano,giussano,Lombardia,Monza e della Brianza,MB,45.699381,9.209729
Lazzate,lazzate,Lombardia,Monza e della Brianza,MB,45.672326,9.08522
Lesmo,lesmo,Lombardia,Monza e della Brianza,MB,45.648974,9.305652
Limbiate,limbiate,Lombardia,Monza e della Brianza,MB,45.598605,9.119731
Lissone,lissone,Lombardia,Monza e della Brianza,MB,45.61077,9.240841
Macherio,macherio,Lombardia,Monza e della Brianza,MB,45.640116,9.269371
Meda,meda,Lombardia,Monza e della Brianza,MB,45.662505,9.156753
Mezzago,mezzago,Lombardia,Monza e della Brianza,MB,45.628977,9.44485
Misinto,misinto,Lombardia,Monza e della Brianza,MB,45.662375,9.083941
Monza,monza,Lombardia,Monza e della Brianza,MB,45.583442,9.273526
Muggiò,muggio,Lombardia,Monza e della Brianza,MB,45.593195,9.227138
Nova Milanese,nova milanese,Lombardia,Monza e della Brianza,MB,45.58929,9.20034
Ornago,ornago,Lombardia,Monza e della Brianza,MB,45.598404,9.422214
Renate,renate,Lombardia,Monza e della Brianza,MB,45.724378,9.279944
Ronco Briantino,ronco briantino,Lombardia,Monza e della Brianza,MB,45.667563,9.400698
Seregno,seregno,Lombardia,Monza e della Brianza,MB,45.649723,9.205392
Seveso,seveso,Lombardia,Monza e della Brianza,MB,45.643466,9.137379
Sovico,sovico,Lombardia,Monza e della Brianza,MB,45.648556,9.264837
Sulbiate,sulbiate,Lombardia,Monza e della Brianza,MB,45.633999,9.420684
Triuggio,triuggio,Lombardia,Monza e della Brianza,MB,45.661364,9.267441
Usmate Velate,usmate velate,Lombardia,Monza e della Brianza,MB,45.652458,9.354342
Varedo,varedo,Lombardia,Monza e della Brianza,MB,45.597444,9.156293
Vedano al Lambro,vedano al lambro,Lombardia,Monza e della Brianza,MB,45.611508,9.275072
Veduggio con Colzano,veduggio con colzano,Lombardia,Monza e della Brianza,MB,45.73363,9.262513
Verano Brianza,verano brianza,Lombardia,Monza e della Brianza,MB,45.688186,9.230477
Villasanta,villasanta,Lombardia,Monza e della Brianza,MB,45.603981,9.300571
Vimercate,vimercate,Lombardia,Monza e della Brianza,MB,45.613963,9.37006
Busnago,busnago,Lombardia,Monza e della Brianza,MB,45.616184,9.46567
Caponago,caponago,Lombardia,Monza e della Brianza,MB,45.565438,9.375441
Cornate d'Adda,cornate d'adda,Lombardia,Monza e della Brianza,MB,45.646699,9.465939
Lentate sul Seveso,lentate sul seveso,Lombardia,Monza e della Brianza,MB,45.678405,9.11817
Roncello,roncello,Lombardia,Monza e della Brianza,MB,45.602443,9.457611
Aldino,aldino,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.368675,11.354324
Andriano,andriano,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.517616,11.231373
Anterivo,anterivo,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.279747,11.367961
Appiano sulla strada del vino,appiano sulla strada del vino,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.461908,11.260867
Avelengo,avelengo,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.644615,11.224384
Badia,badia,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.610124,11.893487
Barbiano,barbiano,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.603257,11.519816
Bolzano,bolzano,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.655942,11.229637
Braies,braies,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,46.688625,12.103757
Brennero,brennero,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,BZ,47.00378,11.504557
